Transaction_ID,Date,Month,Quarter,Region,Category,Product,Unit_Price,Quantity,Discount_Percent,Discount_Amount,Revenue,Payment_Method,Salesperson_ID,Customer_ID
TXN02912,2024-07-17,July,Q3,East,Electronics,Tablet,55047.42,1,20,11009.48,44037.94,Debit Card,SP014,CUST7437
TXN02913,2024-07-07,July,Q3,North,Furniture,Desk,22691.96,4,20,18153.57,72614.27,Debit Card,SP016,CUST3999
TXN02914,2024-05-07,May,Q2,West,Furniture,Bookshelf,47267.22,4,20,37813.78,151255.1,UPI,SP013,CUST6144
TXN02915,2024-09-27,September,Q3,West,Food & Beverages,Tea Set,756.97,7,0,0.0,5298.79,Cash,SP010,CUST7977
TXN02916,2024-12-28,December,Q4,East,Clothing,Jeans,1609.81,10,0,0.0,16098.1,Credit Card,SP001,CUST6027
TXN02917,2024-03-07,March,Q1,Central,Food & Beverages,Protein Bar,540.86,7,10,378.6,3407.42,Net Banking,SP011,CUST7276
TXN02918,2024-12-10,December,Q4,North,Sports & Outdoors,Running Shoes,25833.07,3,20,15499.84,61999.37,Net Banking,SP005,CUST8328
TXN02919,2024-06-12,June,Q2,North,Food & Beverages,Snack Mix,351.05,4,15,210.63,1193.57,Cash,SP015,CUST4530
TXN02920,2024-10-21,October,Q4,North,Furniture,Bookshelf,43590.69,2,0,0.0,87181.38,UPI,SP014,CUST7082
TXN02921,2024-09-09,September,Q3,West,Electronics,Smartphone,16050.82,4,0,0.0,64203.28,Cash,SP001,CUST5700
TXN02922,2024-03-11,March,Q1,East,Furniture,Sofa,36705.9,8,20,58729.44,234917.76,Credit Card,SP017,CUST5772
TXN02923,2024-11-08,November,Q4,Central,Electronics,Headphones,6817.05,4,15,4090.23,23177.97,Debit Card,SP003,CUST5794
TXN02924,2024-05-04,May,Q2,South,Food & Beverages,Tea Set,1052.89,3,20,631.73,2526.94,Net Banking,SP005,CUST1919
TXN02925,2024-07-23,July,Q3,West,Sports & Outdoors,Running Shoes,9841.36,7,5,3444.48,65445.04,Credit Card,SP013,CUST4229
TXN02926,2024-04-12,April,Q2,North,Food & Beverages,Protein Bar,1039.26,9,5,467.67,8885.67,Credit Card,SP003,CUST3266
TXN02927,2024-12-12,December,Q4,Central,Clothing,T-Shirt,4162.02,1,15,624.3,3537.72,UPI,SP017,CUST5397
TXN02928,2024-04-14,April,Q2,South,Clothing,Dress,4140.4,9,0,0.0,37263.6,Net Banking,SP015,CUST7242
TXN02929,2024-07-26,July,Q3,West,Electronics,Smart TV,17478.92,9,10,15731.03,141579.25,Credit Card,SP007,CUST7245
TXN02930,2024-05-26,May,Q2,West,Electronics,Tablet,53008.62,5,10,26504.31,238538.79,Cash,SP005,CUST1393
TXN02931,2024-01-27,January,Q1,North,Sports & Outdoors,Running Shoes,27558.19,5,10,13779.09,124011.86,Debit Card,SP005,CUST5285
TXN02932,2024-04-20,April,Q2,East,Sports & Outdoors,Running Shoes,23026.13,2,10,4605.23,41447.03,Credit Card,SP001,CUST2268
TXN02933,2024-06-25,June,Q2,Central,Electronics,Tablet,26883.01,2,5,2688.3,51077.72,Credit Card,SP018,CUST1799
TXN02934,2024-01-19,January,Q1,East,Clothing,Shoes,3748.62,10,15,5622.93,31863.27,UPI,SP003,CUST2003
TXN02935,2024-07-26,July,Q3,West,Furniture,Office Chair,15053.08,2,0,0.0,30106.16,Cash,SP011,CUST2242
TXN02936,2024-09-20,September,Q3,South,Clothing,Jacket,1197.38,2,0,0.0,2394.76,Net Banking,SP010,CUST8505
TXN02937,2024-11-15,November,Q4,North,Furniture,Bookshelf,26272.92,4,0,0.0,105091.68,Credit Card,SP013,CUST9459
TXN02938,2024-08-18,August,Q3,Central,Furniture,Sofa,15527.95,2,5,1552.8,29503.1,UPI,SP002,CUST2494
TXN02939,2024-12-02,December,Q4,North,Sports & Outdoors,Yoga Mat,5065.65,8,20,8105.04,32420.16,Net Banking,SP020,CUST9636
TXN02940,2024-02-17,February,Q1,North,Sports & Outdoors,Dumbbells,14770.12,2,5,1477.01,28063.23,UPI,SP017,CUST7377
TXN02941,2024-10-18,October,Q4,Central,Food & Beverages,Tea Set,1468.87,2,0,0.0,2937.74,Net Banking,SP013,CUST8185
TXN02942,2024-12-05,December,Q4,South,Furniture,Dining Table,37320.47,9,0,0.0,335884.23,Debit Card,SP014,CUST2075
TXN02943,2024-10-01,October,Q4,South,Food & Beverages,Coffee Pack,1107.18,1,0,0.0,1107.18,UPI,SP007,CUST5187
TXN02944,2024-06-16,June,Q2,West,Furniture,Dining Table,5214.74,6,5,1564.42,29724.02,Debit Card,SP018,CUST7055
TXN02945,2024-12-01,December,Q4,Central,Clothing,Jacket,4773.72,4,10,1909.49,17185.39,Cash,SP006,CUST5625
TXN02946,2024-08-27,August,Q3,West,Clothing,Dress,2180.84,3,0,0.0,6542.52,UPI,SP018,CUST1709
TXN02947,2024-08-07,August,Q3,Central,Electronics,Tablet,45456.94,5,5,11364.24,215920.46,Net Banking,SP020,CUST4408
TXN02948,2024-04-14,April,Q2,South,Electronics,Smartphone,5484.51,9,0,0.0,49360.59,Net Banking,SP006,CUST8847
TXN02949,2024-06-11,June,Q2,North,Food & Beverages,Snack Mix,929.54,4,0,0.0,3718.16,UPI,SP002,CUST3696
TXN02950,2024-08-06,August,Q3,North,Furniture,Desk,43989.81,6,0,0.0,263938.86,Debit Card,SP001,CUST9918
TXN02951,2024-10-15,October,Q4,West,Food & Beverages,Protein Bar,1417.93,1,10,141.79,1276.14,Debit Card,SP001,CUST8482
TXN02952,2024-08-31,August,Q3,West,Clothing,Shoes,4365.64,3,5,654.85,12442.07,Net Banking,SP004,CUST2980
TXN02953,2024-09-03,September,Q3,Central,Sports & Outdoors,Running Shoes,4636.15,3,15,2086.27,11822.18,Net Banking,SP007,CUST1017
TXN02954,2024-02-07,February,Q1,North,Sports & Outdoors,Yoga Mat,754.29,2,0,0.0,1508.58,Debit Card,SP009,CUST3307
TXN02955,2024-12-13,December,Q4,North,Clothing,Jacket,3473.14,8,0,0.0,27785.12,UPI,SP016,CUST8324
TXN02956,2024-12-13,December,Q4,Central,Food & Beverages,Coffee Pack,1160.35,7,0,0.0,8122.45,Cash,SP016,CUST2774
TXN02957,2024-07-23,July,Q3,West,Food & Beverages,Juice Box,1093.69,7,0,0.0,7655.83,Net Banking,SP014,CUST5849
TXN02958,2024-04-30,April,Q2,South,Electronics,Smart TV,50705.0,7,10,35493.5,319441.5,UPI,SP009,CUST1263
TXN02959,2024-05-24,May,Q2,South,Electronics,Smart TV,58504.99,3,0,0.0,175514.97,Net Banking,SP012,CUST4215
TXN02960,2024-02-15,February,Q1,Central,Food & Beverages,Tea Set,380.41,3,0,0.0,1141.23,Credit Card,SP009,CUST4995
TXN02961,2024-05-25,May,Q2,West,Sports & Outdoors,Yoga Mat,14030.31,6,15,12627.28,71554.58,Debit Card,SP014,CUST1820
TXN02962,2024-02-12,February,Q1,East,Electronics,Tablet,41963.13,10,0,0.0,419631.3,Credit Card,SP004,CUST1718
TXN02963,2024-01-05,January,Q1,North,Electronics,Headphones,58162.94,3,5,8724.44,165764.38,Cash,SP002,CUST3204
TXN02964,2024-05-13,May,Q2,West,Food & Beverages,Juice Box,884.74,4,15,530.84,3008.12,UPI,SP020,CUST8466
TXN02965,2024-09-13,September,Q3,South,Sports & Outdoors,Dumbbells,7009.38,5,10,3504.69,31542.21,UPI,SP016,CUST2462
TXN02966,2024-08-29,August,Q3,Central,Sports & Outdoors,Dumbbells,3680.01,10,5,1840.01,34960.09,Credit Card,SP009,CUST7298
TXN02967,2024-05-25,May,Q2,South,Clothing,Shoes,4643.4,7,20,6500.76,26003.04,Debit Card,SP001,CUST4402
TXN02968,2024-07-05,July,Q3,South,Electronics,Headphones,56950.5,7,5,19932.67,378720.83,Cash,SP005,CUST6085
TXN02969,2024-09-12,September,Q3,South,Food & Beverages,Tea Set,566.3,10,0,0.0,5663.0,UPI,SP001,CUST1645
TXN02970,2024-01-26,January,Q1,North,Electronics,Smartphone,6559.33,7,15,6887.3,39028.01,UPI,SP013,CUST1286
TXN02971,2024-06-22,June,Q2,East,Furniture,Office Chair,30282.96,9,20,54509.33,218037.31,Debit Card,SP005,CUST9118
TXN02972,2024-01-30,January,Q1,South,Electronics,Headphones,76576.89,4,15,45946.13,260361.43,Debit Card,SP011,CUST7894
TXN02973,2024-01-07,January,Q1,North,Clothing,Dress,3111.88,4,20,2489.5,9958.02,Credit Card,SP002,CUST1617
TXN02974,2024-04-30,April,Q2,North,Sports & Outdoors,Yoga Mat,16026.54,10,10,16026.54,144238.86,Cash,SP015,CUST9536
TXN02975,2024-09-29,September,Q3,North,Electronics,Laptop,65715.67,5,20,65715.67,262862.68,Debit Card,SP017,CUST4778
TXN02976,2024-04-02,April,Q2,Central,Furniture,Bookshelf,5094.51,9,10,4585.06,41265.53,Credit Card,SP020,CUST4770
TXN02977,2024-08-05,August,Q3,North,Electronics,Tablet,57970.78,8,5,23188.31,440577.93,Debit Card,SP014,CUST7453
TXN02978,2024-02-12,February,Q1,South,Clothing,Shoes,4606.09,1,10,460.61,4145.48,Debit Card,SP014,CUST9518
TXN02979,2024-08-22,August,Q3,East,Electronics,Tablet,68978.71,10,0,0.0,689787.1,Net Banking,SP001,CUST6693
TXN02980,2024-06-27,June,Q2,Central,Clothing,T-Shirt,4969.49,2,0,0.0,9938.98,Debit Card,SP008,CUST1137
TXN02981,2024-08-17,August,Q3,Central,Sports & Outdoors,Bicycle,15167.24,4,10,6066.9,54602.06,Cash,SP010,CUST3285
TXN02982,2024-06-06,June,Q2,South,Electronics,Smart TV,48839.72,2,15,14651.92,83027.52,Net Banking,SP020,CUST4813
TXN02983,2024-01-15,January,Q1,North,Food & Beverages,Snack Mix,1126.83,6,15,1014.15,5746.83,Net Banking,SP016,CUST7998
TXN02984,2024-03-05,March,Q1,Central,Food & Beverages,Coffee Pack,812.72,8,5,325.09,6176.67,Cash,SP007,CUST7703
TXN02985,2024-02-14,February,Q1,West,Clothing,Dress,2860.31,6,0,0.0,17161.86,Debit Card,SP015,CUST7578
TXN02986,2024-08-10,August,Q3,West,Clothing,Shoes,1046.9,7,5,366.42,6961.88,Cash,SP017,CUST1183
TXN02987,2024-07-21,July,Q3,East,Sports & Outdoors,Dumbbells,13702.61,7,0,0.0,95918.27,Debit Card,SP006,CUST9810
TXN02988,2024-05-03,May,Q2,East,Sports & Outdoors,Yoga Mat,14182.09,10,10,14182.09,127638.81,Cash,SP018,CUST2739
TXN02989,2024-08-26,August,Q3,South,Clothing,Jacket,1904.57,8,5,761.83,14474.73,Net Banking,SP011,CUST9126
TXN02990,2024-07-08,July,Q3,Central,Food & Beverages,Juice Box,134.91,4,10,53.96,485.68,Credit Card,SP011,CUST1480
TXN02991,2024-07-17,July,Q3,East,Electronics,Tablet,14359.88,8,0,0.0,114879.04,Net Banking,SP018,CUST4087
TXN02992,2024-06-29,June,Q2,West,Sports & Outdoors,Yoga Mat,28625.22,3,10,8587.57,77288.09,UPI,SP003,CUST9755
TXN02993,2024-06-06,June,Q2,Central,Sports & Outdoors,Bicycle,2868.22,2,20,1147.29,4589.15,Net Banking,SP002,CUST1918
TXN02994,2024-05-14,May,Q2,East,Furniture,Office Chair,2209.41,10,0,0.0,22094.1,Cash,SP006,CUST9566
TXN02995,2024-11-23,November,Q4,West,Food & Beverages,Tea Set,1269.38,8,0,0.0,10155.04,Credit Card,SP008,CUST1272
TXN02996,2024-03-17,March,Q1,East,Clothing,Shoes,1222.03,2,0,0.0,2444.06,Credit Card,SP003,CUST9309
TXN02997,2024-01-12,January,Q1,West,Food & Beverages,Coffee Pack,790.77,3,10,237.23,2135.08,Cash,SP012,CUST3445
TXN02998,2024-11-05,November,Q4,South,Clothing,Jeans,1367.19,4,5,273.44,5195.32,Credit Card,SP018,CUST1256
TXN02999,2024-09-12,September,Q3,South,Food & Beverages,Protein Bar,1341.01,1,20,268.2,1072.81,Credit Card,SP005,CUST5287
TXN03000,2024-05-12,May,Q2,Central,Clothing,Dress,3360.68,7,0,0.0,23524.76,Net Banking,SP012,CUST4919
TXN03001,2024-12-19,December,Q4,North,Food & Beverages,Juice Box,1491.8,6,5,447.54,8503.26,UPI,SP010,CUST7406
TXN03002,2024-01-26,January,Q1,West,Sports & Outdoors,Running Shoes,27088.1,8,0,0.0,216704.8,Cash,SP016,CUST4412
TXN03003,2024-05-10,May,Q2,East,Furniture,Bookshelf,14151.3,6,0,0.0,84907.8,Credit Card,SP009,CUST7239
TXN03004,2024-09-20,September,Q3,South,Food & Beverages,Tea Set,1465.26,7,0,0.0,10256.82,UPI,SP017,CUST4248
TXN03005,2024-06-29,June,Q2,Central,Furniture,Dining Table,37587.65,4,15,22552.59,127798.01,Net Banking,SP006,CUST7823
TXN03006,2024-06-02,June,Q2,Central,Food & Beverages,Protein Bar,707.85,7,20,990.99,3963.96,UPI,SP008,CUST3527
TXN03007,2024-01-03,January,Q1,Central,Electronics,Headphones,40457.17,9,5,18205.73,345908.8,Cash,SP010,CUST4992
TXN03008,2024-04-21,April,Q2,East,Clothing,Dress,3925.83,10,10,3925.83,35332.47,UPI,SP008,CUST8055
TXN03009,2024-01-13,January,Q1,East,Sports & Outdoors,Running Shoes,26062.36,1,0,0.0,26062.36,UPI,SP002,CUST6917
TXN03010,2024-08-25,August,Q3,South,Electronics,Smart TV,18115.13,5,5,4528.78,86046.87,Credit Card,SP002,CUST8501
TXN03011,2024-04-10,April,Q2,Central,Clothing,Jacket,1109.41,10,20,2218.82,8875.28,Credit Card,SP015,CUST8320
TXN03012,2024-05-18,May,Q2,East,Clothing,Dress,4562.83,10,0,0.0,45628.3,Credit Card,SP008,CUST1468
TXN03013,2024-02-26,February,Q1,East,Electronics,Headphones,15328.04,9,0,0.0,137952.36,Credit Card,SP005,CUST1079
TXN03014,2024-02-18,February,Q1,East,Furniture,Bookshelf,3111.66,3,10,933.5,8401.48,Debit Card,SP011,CUST4718
TXN03015,2024-12-16,December,Q4,South,Electronics,Smartphone,73164.18,10,0,0.0,731641.8,Debit Card,SP016,CUST6416
TXN03016,2024-03-13,March,Q1,South,Clothing,T-Shirt,4048.19,2,0,0.0,8096.38,UPI,SP019,CUST1478
TXN03017,2024-05-15,May,Q2,South,Furniture,Desk,21253.04,3,5,3187.96,60571.16,Cash,SP014,CUST7230
TXN03018,2024-07-05,July,Q3,West,Clothing,Jacket,821.74,1,10,82.17,739.57,Debit Card,SP017,CUST4152
TXN03019,2024-05-12,May,Q2,West,Sports & Outdoors,Running Shoes,10782.57,6,0,0.0,64695.42,Credit Card,SP020,CUST2324
TXN03020,2024-12-06,December,Q4,East,Sports & Outdoors,Dumbbells,10063.28,2,5,1006.33,19120.23,UPI,SP012,CUST6122
TXN03021,2024-08-30,August,Q3,South,Clothing,Dress,3583.13,7,0,0.0,25081.91,Cash,SP004,CUST7811
TXN03022,2024-02-18,February,Q1,South,Food & Beverages,Protein Bar,446.43,5,5,111.61,2120.54,Credit Card,SP011,CUST8792
TXN03023,2024-08-05,August,Q3,East,Furniture,Sofa,36518.81,3,20,21911.29,87645.14,Credit Card,SP006,CUST7951
TXN03024,2024-12-01,December,Q4,West,Electronics,Smart TV,24315.39,2,10,4863.08,43767.7,Net Banking,SP006,CUST1231
TXN03025,2024-04-29,April,Q2,North,Sports & Outdoors,Tent,28020.82,7,10,19614.57,176531.17,Cash,SP014,CUST4940
TXN03026,2024-02-07,February,Q1,West,Electronics,Smartphone,74221.04,10,0,0.0,742210.4,Net Banking,SP002,CUST6091
TXN03027,2024-10-29,October,Q4,Central,Furniture,Office Chair,36189.29,10,20,72378.58,289514.32,Debit Card,SP005,CUST7861
TXN03028,2024-04-20,April,Q2,East,Food & Beverages,Protein Bar,1047.38,2,0,0.0,2094.76,Debit Card,SP017,CUST9693
TXN03029,2024-05-29,May,Q2,South,Electronics,Tablet,42656.14,2,15,12796.84,72515.44,Credit Card,SP005,CUST7050
TXN03030,2024-12-13,December,Q4,South,Sports & Outdoors,Dumbbells,12321.77,6,0,0.0,73930.62,Cash,SP006,CUST4891
TXN03031,2024-07-08,July,Q3,West,Electronics,Smartphone,24151.38,8,0,0.0,193211.04,Net Banking,SP015,CUST4027
TXN03032,2024-10-29,October,Q4,North,Sports & Outdoors,Tent,2385.74,6,0,0.0,14314.44,UPI,SP009,CUST4179
TXN03033,2024-06-02,June,Q2,South,Electronics,Smart TV,68812.96,4,15,41287.78,233964.06,Net Banking,SP020,CUST7103
TXN03034,2024-10-26,October,Q4,West,Clothing,T-Shirt,4467.01,3,15,2010.15,11390.88,Net Banking,SP004,CUST2756
TXN03035,2024-12-10,December,Q4,West,Furniture,Office Chair,21584.01,10,0,0.0,215840.1,Cash,SP005,CUST7386
TXN03036,2024-03-23,March,Q1,Central,Furniture,Office Chair,45665.69,4,20,36532.55,146130.21,Credit Card,SP014,CUST3314
TXN03037,2024-04-27,April,Q2,Central,Sports & Outdoors,Yoga Mat,22437.36,9,5,10096.81,191839.43,Debit Card,SP006,CUST2604
TXN03038,2024-06-13,June,Q2,West,Sports & Outdoors,Tent,7762.48,10,0,0.0,77624.8,Debit Card,SP015,CUST8129
TXN03039,2024-10-16,October,Q4,Central,Food & Beverages,Coffee Pack,1182.03,6,0,0.0,7092.18,Net Banking,SP016,CUST1016
TXN03040,2024-11-12,November,Q4,North,Food & Beverages,Juice Box,584.76,10,15,877.14,4970.46,UPI,SP007,CUST1925
TXN03041,2024-03-31,March,Q1,North,Furniture,Bookshelf,17254.21,1,20,3450.84,13803.37,Debit Card,SP013,CUST9531
TXN03042,2024-04-19,April,Q2,East,Clothing,Shoes,2623.53,10,0,0.0,26235.3,UPI,SP002,CUST3786
TXN03043,2024-07-22,July,Q3,North,Sports & Outdoors,Running Shoes,15338.47,8,20,24541.55,98166.21,Debit Card,SP002,CUST5459
TXN03044,2024-07-27,July,Q3,West,Electronics,Smart TV,63565.33,4,0,0.0,254261.32,UPI,SP010,CUST2127
TXN03045,2024-09-15,September,Q3,North,Sports & Outdoors,Dumbbells,7582.76,7,10,5307.93,47771.39,Credit Card,SP003,CUST4990
TXN03046,2024-06-09,June,Q2,North,Sports & Outdoors,Dumbbells,13669.01,2,0,0.0,27338.02,Debit Card,SP008,CUST5600
TXN03047,2024-03-17,March,Q1,North,Food & Beverages,Coffee Pack,240.77,5,0,0.0,1203.85,Credit Card,SP008,CUST9772
TXN03048,2024-01-17,January,Q1,Central,Sports & Outdoors,Dumbbells,11169.03,4,0,0.0,44676.12,Debit Card,SP003,CUST7336
TXN03049,2024-07-31,July,Q3,North,Sports & Outdoors,Yoga Mat,21848.11,7,0,0.0,152936.77,Debit Card,SP018,CUST2408
TXN03050,2024-08-26,August,Q3,Central,Food & Beverages,Protein Bar,1133.59,10,0,0.0,11335.9,Cash,SP010,CUST8964
TXN03051,2024-06-30,June,Q2,South,Food & Beverages,Snack Mix,357.86,1,0,0.0,357.86,Credit Card,SP009,CUST2633
TXN03052,2024-08-10,August,Q3,South,Electronics,Headphones,73499.36,8,0,0.0,587994.88,UPI,SP018,CUST6983
TXN03053,2024-04-02,April,Q2,South,Electronics,Smart TV,67846.24,6,0,0.0,407077.44,Net Banking,SP001,CUST9668
TXN03054,2024-02-11,February,Q1,Central,Furniture,Office Chair,38707.9,10,20,77415.8,309663.2,UPI,SP010,CUST6927
TXN03055,2024-11-11,November,Q4,West,Furniture,Bookshelf,22175.16,8,0,0.0,177401.28,UPI,SP011,CUST7381
TXN03056,2024-02-10,February,Q1,South,Electronics,Smart TV,18954.83,7,5,6634.19,126049.62,Net Banking,SP015,CUST2905
TXN03057,2024-08-05,August,Q3,South,Sports & Outdoors,Tent,12750.57,3,20,7650.34,30601.37,Cash,SP012,CUST7566
TXN03058,2024-08-13,August,Q3,Central,Electronics,Smartphone,60663.89,7,20,84929.45,339717.78,Debit Card,SP001,CUST7099
TXN03059,2024-10-05,October,Q4,Central,Furniture,Sofa,11958.72,2,0,0.0,23917.44,Net Banking,SP010,CUST1762
TXN03060,2024-07-13,July,Q3,North,Clothing,Jeans,1321.85,5,15,991.39,5617.86,UPI,SP010,CUST7405
TXN03061,2024-04-21,April,Q2,North,Food & Beverages,Protein Bar,791.93,4,15,475.16,2692.56,UPI,SP004,CUST2173
TXN03062,2024-11-16,November,Q4,North,Food & Beverages,Snack Mix,1190.79,5,0,0.0,5953.95,UPI,SP006,CUST5841
TXN03063,2024-08-03,August,Q3,South,Sports & Outdoors,Dumbbells,3824.49,7,10,2677.14,24094.29,Net Banking,SP009,CUST8851
TXN03064,2024-10-16,October,Q4,West,Electronics,Tablet,34122.36,7,10,23885.65,214970.87,Cash,SP017,CUST8914
TXN03065,2024-04-28,April,Q2,North,Electronics,Smartphone,33305.33,9,20,59949.59,239798.38,Credit Card,SP009,CUST9868
TXN03066,2024-04-26,April,Q2,North,Clothing,Dress,3509.68,4,5,701.94,13336.78,UPI,SP019,CUST3967
TXN03067,2024-01-30,January,Q1,West,Clothing,Shoes,833.99,3,5,125.1,2376.87,UPI,SP020,CUST4654
TXN03068,2024-07-12,July,Q3,South,Furniture,Office Chair,4096.69,5,0,0.0,20483.45,Cash,SP004,CUST2342
TXN03069,2024-05-23,May,Q2,West,Sports & Outdoors,Bicycle,5525.0,9,0,0.0,49725.0,Credit Card,SP017,CUST4155
TXN03070,2024-10-25,October,Q4,West,Electronics,Laptop,45235.52,8,15,54282.62,307601.54,Credit Card,SP016,CUST6483
TXN03071,2024-05-09,May,Q2,Central,Food & Beverages,Tea Set,957.95,9,15,1293.23,7328.32,Net Banking,SP010,CUST8353
TXN03072,2024-03-10,March,Q1,North,Sports & Outdoors,Tent,2177.97,3,20,1306.78,5227.13,Net Banking,SP004,CUST2808
TXN03073,2024-07-01,July,Q3,Central,Furniture,Dining Table,42976.03,6,5,12892.81,244963.37,Credit Card,SP018,CUST9757
TXN03074,2024-11-19,November,Q4,East,Electronics,Laptop,37450.14,8,0,0.0,299601.12,Net Banking,SP008,CUST2551
TXN03075,2024-08-24,August,Q3,East,Food & Beverages,Protein Bar,1260.73,3,10,378.22,3403.97,UPI,SP015,CUST3916
TXN03076,2024-07-29,July,Q3,South,Food & Beverages,Coffee Pack,685.97,5,10,342.99,3086.86,Net Banking,SP018,CUST9308
TXN03077,2024-12-19,December,Q4,Central,Electronics,Laptop,48046.91,4,10,19218.76,172968.88,Cash,SP019,CUST1877
TXN03078,2024-01-25,January,Q1,North,Food & Beverages,Tea Set,1469.24,3,15,661.16,3746.56,Debit Card,SP001,CUST9185
TXN03079,2024-12-15,December,Q4,South,Electronics,Headphones,79333.11,6,0,0.0,475998.66,Credit Card,SP013,CUST4634
TXN03080,2024-08-28,August,Q3,Central,Clothing,Dress,4628.34,4,0,0.0,18513.36,Cash,SP011,CUST5386
TXN03081,2024-12-18,December,Q4,Central,Sports & Outdoors,Yoga Mat,22752.23,1,0,0.0,22752.23,Credit Card,SP008,CUST8802
TXN03082,2024-09-21,September,Q3,East,Clothing,Shoes,1979.11,5,0,0.0,9895.55,Cash,SP008,CUST6599
TXN03083,2024-03-04,March,Q1,South,Food & Beverages,Protein Bar,1052.12,10,10,1052.12,9469.08,Net Banking,SP009,CUST4568
TXN03084,2024-06-24,June,Q2,North,Sports & Outdoors,Dumbbells,4792.25,6,20,5750.7,23002.8,Net Banking,SP009,CUST2142
TXN03085,2024-05-10,May,Q2,West,Sports & Outdoors,Dumbbells,10018.8,2,15,3005.64,17031.96,Net Banking,SP006,CUST2741
TXN03086,2024-12-22,December,Q4,Central,Clothing,Jeans,2207.34,1,0,0.0,2207.34,Net Banking,SP008,CUST5278
TXN03087,2024-10-11,October,Q4,East,Furniture,Bookshelf,6688.06,4,15,4012.84,22739.4,UPI,SP008,CUST2537
TXN03088,2024-05-04,May,Q2,North,Furniture,Sofa,12446.15,1,10,1244.62,11201.53,Net Banking,SP020,CUST7552
TXN03089,2024-11-29,November,Q4,Central,Sports & Outdoors,Running Shoes,23367.52,10,0,0.0,233675.2,Net Banking,SP010,CUST6936
TXN03090,2024-01-17,January,Q1,Central,Sports & Outdoors,Tent,14212.01,5,15,10659.01,60401.04,Cash,SP020,CUST3880
TXN03091,2024-11-29,November,Q4,North,Electronics,Headphones,41259.14,4,0,0.0,165036.56,Net Banking,SP013,CUST9326
TXN03092,2024-08-28,August,Q3,South,Electronics,Laptop,70800.86,4,10,28320.34,254883.1,Net Banking,SP015,CUST1471
TXN03093,2024-05-30,May,Q2,North,Food & Beverages,Protein Bar,269.43,4,15,161.66,916.06,Debit Card,SP010,CUST3172
TXN03094,2024-12-18,December,Q4,Central,Clothing,Jeans,3754.38,5,0,0.0,18771.9,Cash,SP008,CUST2004
TXN03095,2024-06-09,June,Q2,East,Food & Beverages,Protein Bar,358.76,4,5,71.75,1363.29,Credit Card,SP004,CUST9917
TXN03096,2024-10-10,October,Q4,East,Electronics,Tablet,26764.2,3,0,0.0,80292.6,Debit Card,SP001,CUST3577
TXN03097,2024-12-23,December,Q4,Central,Furniture,Desk,40808.47,6,0,0.0,244850.82,UPI,SP015,CUST7739
TXN03098,2024-12-02,December,Q4,North,Furniture,Office Chair,7664.74,9,5,3449.13,65533.53,UPI,SP014,CUST5488
TXN03099,2024-06-07,June,Q2,West,Electronics,Smart TV,65203.0,5,0,0.0,326015.0,UPI,SP007,CUST9833
TXN03100,2024-06-12,June,Q2,East,Sports & Outdoors,Yoga Mat,26969.02,8,0,0.0,215752.16,Debit Card,SP010,CUST6321
TXN03101,2024-02-08,February,Q1,North,Electronics,Smart TV,9185.19,3,5,1377.78,26177.79,Credit Card,SP007,CUST6215
TXN03102,2024-10-22,October,Q4,Central,Food & Beverages,Juice Box,963.1,3,15,433.39,2455.91,Debit Card,SP002,CUST3859
TXN03103,2024-10-25,October,Q4,West,Clothing,Dress,2096.49,7,5,733.77,13941.66,Cash,SP006,CUST3750
TXN03104,2024-02-17,February,Q1,Central,Sports & Outdoors,Running Shoes,7394.97,9,5,3327.74,63226.99,UPI,SP003,CUST2071
TXN03105,2024-11-14,November,Q4,South,Sports & Outdoors,Dumbbells,18460.48,1,20,3692.1,14768.38,UPI,SP005,CUST5594
TXN03106,2024-03-31,March,Q1,Central,Clothing,Jacket,310.34,7,15,325.86,1846.52,Debit Card,SP009,CUST7719
TXN03107,2024-11-05,November,Q4,South,Clothing,Jeans,4087.98,9,10,3679.18,33112.64,Debit Card,SP009,CUST4419
TXN03108,2024-08-11,August,Q3,Central,Food & Beverages,Juice Box,243.54,9,5,109.59,2082.27,UPI,SP002,CUST9318
TXN03109,2024-05-07,May,Q2,Central,Food & Beverages,Juice Box,1236.71,3,0,0.0,3710.13,Debit Card,SP013,CUST3188
TXN03110,2024-04-14,April,Q2,East,Sports & Outdoors,Running Shoes,10634.0,8,0,0.0,85072.0,Credit Card,SP019,CUST6691
TXN03111,2024-11-14,November,Q4,East,Clothing,Shoes,3277.93,9,20,5900.27,23601.1,Cash,SP009,CUST8857
TXN03112,2024-08-04,August,Q3,East,Electronics,Smartphone,47698.87,10,20,95397.74,381590.96,UPI,SP007,CUST6287
TXN03113,2024-06-17,June,Q2,North,Sports & Outdoors,Yoga Mat,25265.45,8,5,10106.18,192017.42,UPI,SP015,CUST3041
TXN03114,2024-10-30,October,Q4,Central,Sports & Outdoors,Tent,6441.57,1,20,1288.31,5153.26,UPI,SP009,CUST3234
TXN03115,2024-05-25,May,Q2,Central,Sports & Outdoors,Tent,28511.43,4,0,0.0,114045.72,Net Banking,SP013,CUST9459
TXN03116,2024-10-23,October,Q4,East,Food & Beverages,Snack Mix,729.96,9,10,656.96,5912.68,Net Banking,SP001,CUST7694
TXN03117,2024-08-09,August,Q3,Central,Electronics,Headphones,57521.01,1,20,11504.2,46016.81,Credit Card,SP003,CUST5273
